City_ID,City,Country,Max Temp,Current Weather,Lat,Lng,Hotel Name
622,Pag,HR,79.38,clear sky,44.445,15.0575,
623,Sangmelima,CM,69.21,broken clouds,2.9333,11.9833,
626,Muscat,OM,86.02,clear sky,23.6139,58.5922,
627,Mahabad,IR,79.9,clear sky,36.7631,45.7222,
628,Porto Velho,BR,93.25,clear sky,-8.7619,-63.9039,
630,La Baule-Escoublac,FR,66.15,broken clouds,47.2922,-2.364,
632,Shelburne,CA,87.85,overcast clouds,44.0787,-80.2041,
634,Conde,BR,78.26,broken clouds,-7.2597,-34.9075,
636,Abu Kamal,SY,91.4,clear sky,34.4506,40.9171,
637,Pedernales,DO,88.38,broken clouds,18.0384,-71.744,
639,Maragogi,BR,74.71,overcast clouds,-9.0122,-35.2225,
640,Savannah Bight,HN,89.65,broken clouds,16.45,-85.85,
645,Marawi,PH,66.65,overcast clouds,7.9986,124.2928,
646,Mogadouro,PT,82.78,broken clouds,41.3403,-6.7119,
647,Nacala,MZ,70.56,clear sky,-14.5428,40.6728,
648,Kamenka,RU,78.85,light rain,51.3223,42.7678,
649,Qobustan,AZ,78.91,overcast clouds,40.0824,49.412,
650,Estelle,US,93.06,thunderstorm,29.8458,-90.1067,
651,Micheweni,TZ,75.29,scattered clouds,-4.9667,39.8333,
653,Xai-Xai,MZ,69.71,broken clouds,-25.0519,33.6442,
655,Muisne,EC,86.11,broken clouds,0.6,-80.0333,
656,Roura,GF,87.71,broken clouds,4.7263,-52.3274,
657,Mitsamiouli,KM,76.6,clear sky,-11.3847,43.2844,
658,Puquio,PE,66.04,clear sky,-14.7,-74.1333,
659,Durres,AL,77.18,clear sky,41.3231,19.4414,
660,Roma,US,89.46,few clouds,43.2128,-75.4557,
662,Rajula,IN,80.15,broken clouds,21.05,71.4333,
663,Sangod,IN,77.67,heavy intensity rain,24.9167,76.2833,
664,Dodoma,TZ,70.07,broken clouds,-6.1722,35.7395,
665,Murgab,TM,80.47,clear sky,37.4966,61.9714,
667,Ayia Galini,GR,87.75,clear sky,35.1,24.6833,
668,Palafrugell,ES,75.96,overcast clouds,41.9174,3.1631,
671,Bohicon,BJ,75.9,overcast clouds,7.1783,2.0667,
673,Rathdrum,US,74.21,clear sky,47.8137,-116.89200000000001,
675,Dietzenbach,DE,71.02,clear sky,50.0167,8.7833,
678,Safaga,EG,96.75,clear sky,26.7292,33.9365,
679,Chunian,PK,85.93,clear sky,30.964000000000002,73.9803,
680,Yopal,CO,80.17,overcast clouds,5.3378,-72.3959,
682,Salinas,US,81.57,clear sky,36.6777,-121.6555,
683,Autazes,BR,95.94,broken clouds,-3.5797,-59.1306,
684,Zatoka,UA,75.74,clear sky,46.0725,30.4654,
686,Nautanwa,IN,79.39,broken clouds,27.4333,83.4167,
687,Moskovskiy,RU,76.98,clear sky,55.5991,37.355,
689,Paragominas,BR,90.9,overcast clouds,-2.9667,-47.4833,
690,Bourg-En-Bresse,FR,73.22,few clouds,46.1667,5.1667,
691,Ajdabiya,LY,89.4,clear sky,30.7554,20.2263,
692,Turayf,SA,82.65,clear sky,31.6725,38.6637,
693,Jadu,LY,90.81,clear sky,31.953000000000003,12.0261,
694,Atasu,KZ,66.83,few clouds,48.6814,71.6433,
696,Bahia Honda,CU,89.08,clear sky,22.9036,-83.1592,
698,Loharu,IN,82.02,broken clouds,28.45,75.8167,
699,Pandharpur,IN,81.37,overcast clouds,17.6667,75.3333,
705,Srisailam,IN,82.56,overcast clouds,16.0833,78.8667,
707,Sur,OM,86.61,clear sky,22.5667,59.5289,
708,Katesh,TZ,67.78,overcast clouds,-4.5167,35.3833,
710,Nouakchott,MR,85.93,few clouds,18.0858,-15.9785,
711,Carauari,BR,98.78,broken clouds,-4.8828,-66.8958,
714,Lithakia,GR,81.82,few clouds,37.7167,20.8333,
715,Gilgit,PK,80.17,overcast clouds,35.9221,74.3087,
716,Chamba,IN,73.15,clear sky,32.5667,76.1333,
717,Formosa Do Rio Preto,BR,89.24,clear sky,-11.0483,-45.1931,
718,Surt,LY,82.44,clear sky,31.2089,16.5887,
719,Clearwater,US,95.99,clear sky,27.9659,-82.8001,
