City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
696,Bahia Honda,CU,22.9036,-83.1592,89.08,52,0,12.33,clear sky
697,Tiznit,MA,29.5833,-9.5,64.53,78,72,6.64,broken clouds
698,Loharu,IN,28.45,75.8167,82.02,74,53,11.05,broken clouds
699,Pandharpur,IN,17.6667,75.3333,81.37,68,100,10.25,overcast clouds
700,Turukhansk,RU,65.8167,87.9833,53.74,84,35,5.01,scattered clouds
701,Kargasok,RU,59.0556,80.8572,57.47,68,46,5.21,scattered clouds
702,Lyubytino,RU,58.8122,33.3922,60.24,93,24,2.08,few clouds
703,Okakarara,NA,-20.5833,17.4333,62.8,17,4,6.11,clear sky
704,Ostersund,SE,63.1792,14.6357,61.25,72,40,8.05,scattered clouds
705,Srisailam,IN,16.0833,78.8667,82.56,63,100,4.18,overcast clouds
706,Saint Austell,GB,50.3383,-4.7658,62.67,88,40,17.27,scattered clouds
707,Sur,OM,22.5667,59.5289,86.61,64,7,14.05,clear sky
708,Katesh,TZ,-4.5167,35.3833,67.78,44,97,1.23,overcast clouds
709,Igrim,RU,63.1906,64.4162,54.75,76,100,9.4,overcast clouds
710,Nouakchott,MR,18.0858,-15.9785,85.93,69,11,16.44,few clouds
711,Carauari,BR,-4.8828,-66.8958,98.78,28,65,2.82,broken clouds
712,Cwmbran,GB,51.6545,-3.0228,63.91,83,67,11.01,broken clouds
713,Kumla,SE,59.1277,15.1434,64.35,88,20,3.44,light intensity drizzle
714,Lithakia,GR,37.7167,20.8333,81.82,83,20,2.3,few clouds
715,Gilgit,PK,35.9221,74.3087,80.17,50,92,2.98,overcast clouds
716,Chamba,IN,32.5667,76.1333,73.15,83,1,4.99,clear sky
717,Formosa Do Rio Preto,BR,-11.0483,-45.1931,89.24,23,6,6.62,clear sky
718,Surt,LY,31.2089,16.5887,82.44,74,0,12.17,clear sky
719,Clearwater,US,27.9659,-82.8001,95.99,70,1,8.99,clear sky
